term_id,item_id,label
TERM_0072501e,ITEM_c776d1f838ba,0
TERM_0072501e,ITEM_cb22e225e758,0
TERM_0072501e,ITEM_2b8c2b9fcf2b,0
TERM_0072501e,ITEM_3244568f4801,0
TERM_0072501e,ITEM_21a38ef66fb2,0
TERM_0072501e,ITEM_5db64a51946c,0
TERM_0072501e,ITEM_5955218ca64a,0
TERM_0072501e,ITEM_89e0b2a9e526,0
TERM_0078a646,ITEM_635e7eef1ca5,0
TERM_0078a646,ITEM_6cfbc919beec,0
TERM_0078a646,ITEM_31b99b2c1138,0
TERM_0078a646,ITEM_b1caee8e7bc8,0
TERM_0078a646,ITEM_67642f0f475e,0
TERM_0078a646,ITEM_c3cfd6c844f9,0
TERM_0078a646,ITEM_1cc8f4386e7f,0
TERM_0078a646,ITEM_5ffa8f2d3751,0
TERM_0078a646,ITEM_67e0a6555c4c,0
TERM_0078a646,ITEM_066f2cdeb26c,0
TERM_0078a646,ITEM_6f0cb7dac2cf,0
TERM_0078a646,ITEM_84f20851b0ee,0
TERM_0078a646,ITEM_d1b13ab89b9c,0
TERM_0078a646,ITEM_2f6a47d4cd16,0
TERM_0078a646,ITEM_fdce6671b6a9,0
TERM_007a161f,ITEM_1890e0b0cacd,0
TERM_007a161f,ITEM_94e84b725665,0
TERM_007a161f,ITEM_e2758f698980,0
TERM_007a161f,ITEM_9a7611058b6c,0
TERM_007a161f,ITEM_8d386adc502a,0
TERM_007a161f,ITEM_4810d79ff0bd,0
TERM_007a161f,ITEM_65a2f37a89c6,0
TERM_007a161f,ITEM_8ba68ad953ff,0
TERM_007a161f,ITEM_bd895b5190e4,0
TERM_007a161f,ITEM_2136427b7673,0
TERM_007a161f,ITEM_69f8333359f1,0
TERM_007a161f,ITEM_042b186c3f24,0
TERM_007a161f,ITEM_d46dde4299f1,0
TERM_007a161f,ITEM_734db3f85ef1,0
TERM_007a161f,ITEM_841a66a71cfd,0
TERM_007c3f50,ITEM_eca06d18aa4b,0
TERM_007c3f50,ITEM_3f00b16266e7,0
TERM_007c3f50,ITEM_508937dc1960,0
TERM_007c3f50,ITEM_eb6298f7dcd2,0
TERM_007c3f50,ITEM_b5e39acbca6a,0
TERM_007c3f50,ITEM_7dbd24385915,0
TERM_007c3f50,ITEM_ee732d4a820b,0
TERM_007c3f50,ITEM_88cbdea790b1,0
TERM_007c3f50,ITEM_05c4e03015c5,0
TERM_007c3f50,ITEM_e830d1b91e99,0
TERM_007c3f50,ITEM_f184bc43244a,0
TERM_007c3f50,ITEM_62edeea07bc1,0
TERM_007c3f50,ITEM_7fd3a96fbdc2,0
TERM_007c3f50,ITEM_16110e62b5b5,0
TERM_007c3f50,ITEM_817311fdde5e,0
TERM_0084e8af,ITEM_342dd85d96e8,0
TERM_0084e8af,ITEM_5ea9be46fd93,0
TERM_0084e8af,ITEM_3553933f4a29,0
TERM_0084e8af,ITEM_1240f02e2a25,0
TERM_0084e8af,ITEM_9726a26bc954,0
TERM_0084e8af,ITEM_ae4968c8fc1e,0
TERM_0084e8af,ITEM_f6b2e4308082,0
TERM_0084e8af,ITEM_2b4fde0eab49,0
TERM_0084e8af,ITEM_7e9c97595f23,0
TERM_0084e8af,ITEM_1756f95862b5,0
TERM_0084e8af,ITEM_ab3a6f18ce6b,0
TERM_0084e8af,ITEM_72ddbc7cd28b,0
TERM_0084e8af,ITEM_7ccfc48b55c2,0
TERM_0084e8af,ITEM_cab395a52628,0
TERM_0084e8af,ITEM_83cc316a5f21,0
TERM_00913fee,ITEM_41fb868502ee,0
TERM_00913fee,ITEM_0508b06ad5d7,0
TERM_00913fee,ITEM_354368a47925,0
TERM_00913fee,ITEM_e424a7e3a3e5,0
TERM_00913fee,ITEM_8ec9da6d6db8,0
TERM_00913fee,ITEM_1f9227b99698,0
TERM_00913fee,ITEM_044841c77462,0
TERM_00913fee,ITEM_b952900d3555,0
TERM_00913fee,ITEM_6665b6cd1257,0
TERM_00913fee,ITEM_43e182e59fc8,0
TERM_00913fee,ITEM_0c3ee4ec0342,0
TERM_00913fee,ITEM_5188019a6c39,0
TERM_00913fee,ITEM_ee80ea820b88,0
TERM_00913fee,ITEM_025e5f3d13a7,0
TERM_00913fee,ITEM_7f4c07766d9a,0
TERM_0094f94d,ITEM_fb0e528795a1,0
TERM_0094f94d,ITEM_1ed11b9cebc2,0
TERM_0094f94d,ITEM_adc0a6928fe8,0
TERM_0094f94d,ITEM_6a89c4e27ce2,0
TERM_0094f94d,ITEM_12fdf293e543,0
TERM_0094f94d,ITEM_d3e9ac297e26,0
TERM_0094f94d,ITEM_dc1ffd0a170e,0
TERM_0094f94d,ITEM_abc500e69428,0
TERM_0094f94d,ITEM_0db5671d1b1d,0
TERM_0094f94d,ITEM_3e614dc70f66,0
TERM_0094f94d,ITEM_43599761b6f4,0
TERM_0094f94d,ITEM_3e178ebcba72,0
TERM_0094f94d,ITEM_e9aae3708969,0
TERM_0094f94d,ITEM_c759cc7a6f84,0
TERM_0094f94d,ITEM_9cdedca7e722,0
TERM_009f7397,ITEM_d40f9cd98161,0
TERM_009f7397,ITEM_c29ca03f3547,0
TERM_009f7397,ITEM_fcbc548e4b6a,0
TERM_009f7397,ITEM_d954c7af7b21,0
TERM_009f7397,ITEM_6af8168a2fac,0
TERM_009f7397,ITEM_eb9fd356b94a,0
TERM_009f7397,ITEM_5ddfaa15b213,0
TERM_009f7397,ITEM_b99e556c1e03,0
TERM_009f7397,ITEM_7dc7740c238b,0
TERM_009f7397,ITEM_54e1c3b9cc3a,0
TERM_009f7397,ITEM_c1261d3eab2e,0
TERM_009f7397,ITEM_b6b0c73b21dc,0
TERM_009f7397,ITEM_e178f74bb205,0
TERM_009f7397,ITEM_7471cf8d6312,0
TERM_009f7397,ITEM_340f94ba9942,0
TERM_00a1b05d,ITEM_5a74b9ecdcaa,0
TERM_00a1b05d,ITEM_eddb22789352,0
TERM_00a1b05d,ITEM_b5dd75a0b5ae,0
TERM_00a1b05d,ITEM_1a85e39dd8e8,0
TERM_00a1b05d,ITEM_69422e73623d,0
TERM_00a1b05d,ITEM_f5377d644c5c,0
TERM_00a1b05d,ITEM_9723be5bc2f1,0
TERM_00a1b05d,ITEM_941450923211,0
TERM_00a1b05d,ITEM_85a010c22b91,0
TERM_00a1b05d,ITEM_8c89a62aca78,0
TERM_00a1b05d,ITEM_fa73956b907f,0
TERM_00a1b05d,ITEM_034cfda54016,0
TERM_00a1b05d,ITEM_bb67885f1187,0
TERM_00a1b05d,ITEM_5a4eec507124,0
TERM_00a1b05d,ITEM_0ab614369064,0
TERM_00aa9ff1,ITEM_5e1f5be437ee,0
TERM_00aa9ff1,ITEM_610ede7c6123,0
TERM_00aa9ff1,ITEM_3aa7ba51c7a6,0
TERM_00aa9ff1,ITEM_e3fdc938726c,0
TERM_00aa9ff1,ITEM_dd44e30188c2,0
TERM_00aa9ff1,ITEM_2e2549ef186c,0
TERM_00aa9ff1,ITEM_0b1dd04eb6d2,0
TERM_00aa9ff1,ITEM_6ea38fe0ad66,0
TERM_00aa9ff1,ITEM_314b605c916a,0
TERM_00aa9ff1,ITEM_7e191a585fe0,0
TERM_00aa9ff1,ITEM_1bcb95bd7c45,0
TERM_00aa9ff1,ITEM_da68c24cd87d,0
TERM_00aa9ff1,ITEM_d88335a46faf,0
TERM_00aa9ff1,ITEM_18cb038b53f9,0
TERM_00aa9ff1,ITEM_cfc0563d94a4,0
TERM_00aae287,ITEM_a7a686c27dc2,0
TERM_00aae287,ITEM_f2ec753ce6e6,0
TERM_00aae287,ITEM_52fbfc15556c,0
TERM_00aae287,ITEM_86e7d426f9b7,0
TERM_00aae287,ITEM_21c177ab104e,0
TERM_00aae287,ITEM_281bf76c7370,0
TERM_00aae287,ITEM_dd5d0f43bf9d,0
TERM_00aae287,ITEM_5071a6e999ec,0
TERM_00aae287,ITEM_32ad34dea018,0
TERM_00aae287,ITEM_b33f5df85bc8,0
TERM_00aae287,ITEM_15e1a47e2ab1,0
TERM_00aae287,ITEM_fd77477593fe,0
TERM_00aae287,ITEM_38a12f5799b5,0
TERM_00aae287,ITEM_0e58cd7f3fff,0
TERM_00aae287,ITEM_1217f5679e6c,0
TERM_00b3bf3f,ITEM_edcc6a889453,0
TERM_00b3bf3f,ITEM_4b783647c12a,0
TERM_00b3bf3f,ITEM_b892aae966c1,0
TERM_00b3bf3f,ITEM_557bef9c1eaa,0
TERM_00b3bf3f,ITEM_20f0147e176f,0
TERM_00b3bf3f,ITEM_fea28cf6411d,0
TERM_00b3bf3f,ITEM_d77e84f3ba03,0
TERM_00b3bf3f,ITEM_c27305423790,0
TERM_00b3bf3f,ITEM_318b6cf929fe,0
TERM_00b3bf3f,ITEM_d03ac6e8b1b0,0
TERM_00b3bf3f,ITEM_160a32f83a12,0
TERM_00b3bf3f,ITEM_60f52a0effb8,0
TERM_00b3bf3f,ITEM_13ad20a217f8,0
TERM_00b3bf3f,ITEM_aea0057ed88a,0
TERM_00b3bf3f,ITEM_e5c8ede155c9,0
TERM_00d5810a,ITEM_b6dff63c712b,0
TERM_00d5810a,ITEM_f5caa1d1202d,0
TERM_00d5810a,ITEM_e2210b6c123d,0
TERM_00d5810a,ITEM_40e69598dcdd,0
TERM_00d5810a,ITEM_69a985565909,0
TERM_00d5810a,ITEM_7069593db51f,0
TERM_00d5810a,ITEM_08aa58bb708f,0
TERM_00d5810a,ITEM_69c6d570043a,0
TERM_00d5810a,ITEM_a3362266b961,0
TERM_00d5810a,ITEM_9583b61b9816,0
TERM_00d5810a,ITEM_7e1f38b3b49f,0
TERM_00d5810a,ITEM_11f906b6d86a,0
TERM_00d5810a,ITEM_61406b950f6e,0
TERM_00d5810a,ITEM_b161f5b77a5d,0
TERM_00d5810a,ITEM_2afe60de0225,0
TERM_00e3f244,ITEM_e39fe2a96a04,0
TERM_00e3f244,ITEM_f09ea5cfc903,0
TERM_00e3f244,ITEM_ddba212ec805,0
TERM_00e3f244,ITEM_04bd0560bc5c,0
TERM_00e3f244,ITEM_04e35ff2d416,0
TERM_00e3f244,ITEM_59032563c49f,0
TERM_00e3f244,ITEM_43392749c19e,0
TERM_00e3f244,ITEM_420bbc086ab6,0
TERM_00e3f244,ITEM_996cb4d55d38,0
TERM_00e3f244,ITEM_076cde3adf79,0
TERM_00e3f244,ITEM_0702ea8d21a1,0
TERM_00e3f244,ITEM_d5ad417e6409,0
TERM_00e3f244,ITEM_0dcf1a5a27be,0
TERM_00e3f244,ITEM_7279be7a59d6,0
TERM_00e3f244,ITEM_d2037f1a9f21,0
TERM_00e422af,ITEM_75d70b60437e,0
TERM_00e422af,ITEM_a3564944dfd9,0
TERM_00e422af,ITEM_9a669ea25506,0
TERM_00e422af,ITEM_17ae68edce28,0
TERM_00e422af,ITEM_554c2f24b98e,0
TERM_00e422af,ITEM_896926317a09,0
TERM_00e422af,ITEM_1d1d36e55f9c,0
TERM_00e422af,ITEM_2fd28dc5a2ba,0
TERM_00e422af,ITEM_c5935d60b8e3,0
TERM_00e422af,ITEM_936a7ef0df3d,0
TERM_00e422af,ITEM_cf613d8a306b,0
TERM_00e422af,ITEM_5e882db088ad,0
TERM_00e422af,ITEM_0d84bbf0741f,0
TERM_00e422af,ITEM_885568b61dde,0
TERM_00e422af,ITEM_16b82de6bf95,0
TERM_01019813,ITEM_cc74902c9ae3,0
TERM_01019813,ITEM_0c100394e4ea,0
TERM_01019813,ITEM_2b9cb22ceeb7,0
TERM_01019813,ITEM_92f122759536,0
TERM_01019813,ITEM_dcd920bc0cdd,0
TERM_01019813,ITEM_bd51f5cde686,0
TERM_01019813,ITEM_597428befb08,0
TERM_01019813,ITEM_d86e027d26d2,0
TERM_01019813,ITEM_77867ef39f72,0
TERM_01019813,ITEM_375b90a0001d,0
TERM_01019813,ITEM_c8452839c696,0
TERM_01019813,ITEM_65fe035a6bbf,0
TERM_01019813,ITEM_ec1841c18765,0
TERM_01019813,ITEM_51258ea8aefc,0
TERM_01019813,ITEM_e8c98e4860ef,0
TERM_01020c6e,ITEM_2462c407eb27,0
TERM_01020c6e,ITEM_b023f7ee8d02,0
TERM_01020c6e,ITEM_d38fe13fe9e7,0
TERM_01020c6e,ITEM_c387478cfd8f,0
TERM_01020c6e,ITEM_b61ce864897d,0
TERM_01020c6e,ITEM_56371aa67b4a,0
TERM_01020c6e,ITEM_0ffc9fe45e76,0
TERM_01020c6e,ITEM_e485a169c832,0
TERM_01020c6e,ITEM_b6650f79d816,0
TERM_01020c6e,ITEM_4890d8f69170,0
TERM_01020c6e,ITEM_6b44ef687894,0
TERM_01020c6e,ITEM_10736378572b,0
TERM_01020c6e,ITEM_fc4a512f74c8,0
TERM_01020c6e,ITEM_6b6a8f6625d1,0
TERM_01020c6e,ITEM_1ee30b039151,0
TERM_01042358,ITEM_68583cad2089,0
TERM_01042358,ITEM_38f39697e728,0
TERM_01042358,ITEM_f7f0446fa914,0
TERM_01042358,ITEM_c66aa6b5c70e,0
TERM_01042358,ITEM_75d57d633cca,0
TERM_01042358,ITEM_a38f99f5fc0c,0
TERM_01042358,ITEM_356f2d22483d,0
TERM_01042358,ITEM_a60d35341073,0
TERM_01042358,ITEM_701579a7b44b,0
TERM_01042358,ITEM_53ced9270083,0
TERM_01042358,ITEM_9692453425db,0
TERM_01042358,ITEM_068f680c4ef4,0
TERM_01042358,ITEM_59e3fe9f6ff1,0
TERM_01042358,ITEM_86c87ceb2276,0
TERM_01042358,ITEM_4e93bc6225db,0
TERM_010978e7,ITEM_97cc3d39aecc,0
TERM_010978e7,ITEM_c7f9e734c779,0
TERM_010978e7,ITEM_463f2eab466e,0
TERM_010978e7,ITEM_fc13747be4f5,0
TERM_010978e7,ITEM_b18b552be35a,0
TERM_010978e7,ITEM_5006561a2b1b,0
TERM_010978e7,ITEM_864ea732da49,0
TERM_010978e7,ITEM_25f295f7bc5d,0
TERM_010978e7,ITEM_e465a9a79d86,0
TERM_010978e7,ITEM_f546fab7fb48,0
TERM_010978e7,ITEM_ffa81d18aac3,0
TERM_010978e7,ITEM_f0fd055ac740,0
TERM_010978e7,ITEM_a2a259b21244,0
TERM_010978e7,ITEM_104302b641b7,0
TERM_010978e7,ITEM_254330ef4e28,0
TERM_010b17df,ITEM_21f7efdb22c8,0
TERM_010b17df,ITEM_8434711d83ad,0
TERM_010b17df,ITEM_5669c08d3e8e,0
TERM_010b17df,ITEM_3d8e9de3f362,0
TERM_010b17df,ITEM_95966e63061e,0
TERM_010b17df,ITEM_cf95cf7c5714,0
TERM_010b17df,ITEM_7e53643e40d6,0
TERM_010b17df,ITEM_61a57de84404,0
TERM_010b17df,ITEM_e1dcaa91930a,0
TERM_010b17df,ITEM_740bb49d45b4,0
TERM_010b17df,ITEM_c85d7d15fa0a,0
TERM_010b17df,ITEM_c563a514b73c,0
TERM_010b17df,ITEM_a01ab90db324,0
TERM_010b17df,ITEM_699cec046b30,0
TERM_010b17df,ITEM_b4265732980b,0
TERM_010ec01d,ITEM_24dc5357302e,0
TERM_010ec01d,ITEM_0e27b0a84ac7,0
TERM_010ec01d,ITEM_e7c4bd7aa1ce,0
TERM_010ec01d,ITEM_61a8daa1f3be,0
TERM_010ec01d,ITEM_aad15715b71f,0
TERM_010ec01d,ITEM_aa401d9a9483,0
TERM_010ec01d,ITEM_79ef0eac75df,0
TERM_010ec01d,ITEM_1354248307bc,0
TERM_010ec01d,ITEM_0cd4ca248f79,0
TERM_010ec01d,ITEM_f16c9acc0581,0
TERM_010ec01d,ITEM_1bdb69fddbb7,0
TERM_010ec01d,ITEM_8853533c594d,0
TERM_010ec01d,ITEM_dd9cdaf3296d,0
TERM_010ec01d,ITEM_a951ec6b5297,0
TERM_010ec01d,ITEM_c83bd751484b,0
TERM_011f4b02,ITEM_3742a62b5f1b,0
TERM_011f4b02,ITEM_0b725ebdfd1c,0
TERM_011f4b02,ITEM_a4debed245d5,0
TERM_011f4b02,ITEM_9ddc59a669cf,0
TERM_011f4b02,ITEM_c274672a991e,0
TERM_011f4b02,ITEM_adb4c3a4c261,0
TERM_011f4b02,ITEM_11760b4c2ccf,0
TERM_011f4b02,ITEM_6f12e21dd271,0
TERM_011f4b02,ITEM_61eef0a97864,0
TERM_011f4b02,ITEM_e78cf5ebde49,0
TERM_011f4b02,ITEM_768fd6d7fe0a,0
TERM_011f4b02,ITEM_8db835fb5c27,0
TERM_011f4b02,ITEM_3e396e0006da,0
TERM_011f4b02,ITEM_d32ebdb648e5,0
TERM_011f4b02,ITEM_1c7c46ed0f78,0
TERM_0121f913,ITEM_7f4e34d7761e,0
TERM_0121f913,ITEM_e8d7eaf8edd1,0
TERM_0121f913,ITEM_9052884d9439,0
TERM_0121f913,ITEM_a200f0859c5b,0
TERM_0121f913,ITEM_a8e3760947e2,0
TERM_0121f913,ITEM_5a364cab1f13,0
TERM_0121f913,ITEM_26279ad426a7,0
TERM_0121f913,ITEM_6955242e7008,0
TERM_0121f913,ITEM_553437cbe021,0
TERM_0121f913,ITEM_5db67c398f6a,0
TERM_0121f913,ITEM_7fc1e5c49e24,0
TERM_0121f913,ITEM_1952322df83d,0
TERM_0121f913,ITEM_2a3c2cd79fcb,0
TERM_0121f913,ITEM_62b46a520229,0
TERM_0121f913,ITEM_059c61b8544b,0
TERM_01264562,ITEM_75dcaedacb0c,0
TERM_01264562,ITEM_cf25ad8b7743,0
TERM_01264562,ITEM_17e466620a97,0
TERM_01264562,ITEM_f3bbbac383c5,0
TERM_01264562,ITEM_fb19d3cfad0b,0
TERM_01264562,ITEM_3a8085be898b,0
TERM_01264562,ITEM_cfc0563d94a4,0
TERM_01264562,ITEM_9e749fa9ecf4,0
TERM_01264562,ITEM_86d4cf1c979c,0
TERM_01264562,ITEM_a7ffa8ce70e5,0
TERM_01264562,ITEM_93f74309e101,0
TERM_01264562,ITEM_3cf0d974fb50,0
TERM_01264562,ITEM_50023e289703,0
TERM_01264562,ITEM_6a25ef582a25,0
TERM_01264562,ITEM_f91bf1f60a1e,0
TERM_012c6906,ITEM_241e6845cbd4,0
TERM_012c6906,ITEM_a5895df083f9,0
TERM_012c6906,ITEM_08292a8aa46c,0
TERM_012c6906,ITEM_70f298b61981,0
TERM_012c6906,ITEM_d21e45b7537c,0
TERM_012c6906,ITEM_323d5c4456cf,0
TERM_012c6906,ITEM_6ecfa592c199,0
TERM_012c6906,ITEM_4e245b362d3d,0
TERM_012c6906,ITEM_00ccf375d3ae,0
TERM_012c6906,ITEM_c12bf10d47f9,0
TERM_012c6906,ITEM_00899476f631,0
TERM_012c6906,ITEM_810be9392266,0
TERM_012c6906,ITEM_7b5af8e05f70,0
TERM_012c6906,ITEM_232705b23b86,0
TERM_012c6906,ITEM_bf892a7ee0a0,0
TERM_01312dc7,ITEM_af29a1288dea,0
TERM_01312dc7,ITEM_06e20a8e08af,0
TERM_01312dc7,ITEM_e618b1997157,0
TERM_01312dc7,ITEM_7d7c27b8caff,0
TERM_01312dc7,ITEM_dcfcd2b0464b,0
TERM_01312dc7,ITEM_963e36213ad1,0
TERM_01312dc7,ITEM_fef53ed521cd,0
TERM_01312dc7,ITEM_5c747c3e5c9b,0
TERM_01312dc7,ITEM_64b8c408eece,0
TERM_01312dc7,ITEM_80717a434327,0
TERM_01312dc7,ITEM_4547a4026f06,0
TERM_01312dc7,ITEM_bcad91ab7267,0
TERM_01312dc7,ITEM_eba1c95f7b93,0
TERM_01312dc7,ITEM_4b6a9599dd2b,0
TERM_01312dc7,ITEM_0c6344671e97,0
TERM_013f156e,ITEM_68d490f3bf8f,0
TERM_013f156e,ITEM_8b96ac0d6538,0
TERM_013f156e,ITEM_f2ecea5719fd,0
TERM_013f156e,ITEM_75f5a5a844b1,0
TERM_013f156e,ITEM_34750a5c89b5,0
TERM_013f156e,ITEM_6b3e8d0f851d,0
TERM_013f156e,ITEM_1301a5006535,0
TERM_013f156e,ITEM_a55a6104e56a,0
TERM_013f156e,ITEM_f9a11efd720c,0
TERM_013f156e,ITEM_e8cba2c0cd60,0
TERM_013f156e,ITEM_2bb173be04e6,0
TERM_013f156e,ITEM_cbf5dd2d0076,0
TERM_013f156e,ITEM_f4a6dfd114fe,0
TERM_013f156e,ITEM_0def3ad6c8a9,0
TERM_013f156e,ITEM_2f8f37ed92fa,0
TERM_01452ccd,ITEM_3dd4c26395d2,0
TERM_01452ccd,ITEM_904288b59ee7,0
TERM_01452ccd,ITEM_20057da3f6a4,0
TERM_01452ccd,ITEM_ae2bd705105b,0
TERM_01452ccd,ITEM_a665b88182e9,0
TERM_01452ccd,ITEM_8f7dc51bff05,0
TERM_01452ccd,ITEM_fa3b2ba3ecea,0
TERM_01452ccd,ITEM_17a8ef4ea82f,0
TERM_01452ccd,ITEM_c7bf030631f0,0
TERM_01452ccd,ITEM_703a1d192d3e,0
TERM_01452ccd,ITEM_9e8980415959,0
TERM_01452ccd,ITEM_2fff22c76abf,0
TERM_01452ccd,ITEM_4a2f4d983b6c,0
TERM_01452ccd,ITEM_d2fe5413826c,0
TERM_01452ccd,ITEM_5117a5982713,0
TERM_01513f16,ITEM_31fa9c2c5fdc,0
TERM_01513f16,ITEM_07031b5f5520,0
TERM_01513f16,ITEM_42ae1cf21ccf,0
TERM_01513f16,ITEM_9d4f063986ab,0
TERM_01513f16,ITEM_cc7e6c8d7623,0
TERM_01513f16,ITEM_6549add95bf1,0
TERM_01513f16,ITEM_53990c75c9ea,0
TERM_01513f16,ITEM_e38511d127fc,0
TERM_01513f16,ITEM_eda8c41aab68,0
TERM_01513f16,ITEM_e3ac846010c8,0
TERM_01513f16,ITEM_fe02acdf238c,0
TERM_01513f16,ITEM_d0c3f7ff7084,0
TERM_01513f16,ITEM_98e4f09d8ce7,0
TERM_01513f16,ITEM_b5a2e7901af1,0
TERM_01513f16,ITEM_e63c5627eba3,0
TERM_015779b6,ITEM_535e8f2686e4,0
TERM_015779b6,ITEM_b1ce3fcea196,0
TERM_015779b6,ITEM_6a029665345e,0
TERM_015779b6,ITEM_f829c1809811,0
TERM_015779b6,ITEM_4dfd68458a00,0
TERM_015779b6,ITEM_4b91eb69276c,0
TERM_015779b6,ITEM_a5dcdc0cbd5d,0
TERM_015779b6,ITEM_6281956c5636,0
TERM_015779b6,ITEM_5b56a2879c67,0
TERM_015779b6,ITEM_a6ec6145bdd3,0
TERM_015779b6,ITEM_79371d4da9a1,0
TERM_015779b6,ITEM_6a51dc0e4b04,0
TERM_015779b6,ITEM_ab070891f693,0
TERM_015779b6,ITEM_b87e7c2302d6,0
TERM_015779b6,ITEM_60a95ce49a9c,0
TERM_017352ee,ITEM_17978b9b3043,0
TERM_017352ee,ITEM_002fa80e386b,0
TERM_017352ee,ITEM_4862edfd9182,0
TERM_017352ee,ITEM_1bd29395d599,0
TERM_017352ee,ITEM_636ec69546a4,0
